ID,Date,JobTitle,PostTitle,Pros,Cons,EmploymentStatus,Location,OverallRating,BenefitsRating,CareerOpportunityRating,SeniorManagementRating,WorkEnvironmentRating,WorkLifeBalanceRating,DiversityRating
557280,2016-02-17T10:19:30Z,Manager,My role was made redundant even though I was contributing over $6m revenue.,"Work life balance was the only positive, people work hard and met great colleagues but the organisation is toxic to work at.","Too much agendas, management always look to advance themselves.",former employee,"Sydney, New South Wales, Australia",2,1,2,1,2,3,2
557337,2016-02-17T10:15:23Z,Senior Business Analyst,"Great team to work with, very good learning.","Great team, equal opportunity","Less experienced team with respect to Agile methodology, which initially was a challenege, however all togther we put the efforts and could achieve the targets",former employee,"Sydney, New South Wales, Australia",5,4,4,4,5,5,5
559508,2016-02-17T09:44:27Z,Identity Management Analyst,"If you are looking for a great name & brand, CBA is for you",Good balance work/life. Chance to use some of the best tech in IT,Management isn't that great.,current employee,"Sydney, New South Wales, Australia",5,4,3,2,4,4,4
570401,2016-02-17T09:42:28Z,Technical Business Analyst,"Great company to work for, lots of opportunities to take your career forth.",Company culture and staff attitude towards everyday work,Finding a desk in the mornings (hotdesking),current employee,"Sydney, New South Wales, Australia",5,5,5,5,5,5,5
568818,2016-02-17T09:18:09Z,Customer Service Representative,Very good start in caree opportunity,Very family oriented,Too much expected on little salary,former employee,,4,5,4,4,4,4,4
549464,2016-02-17T09:16:27Z,Senior BA,It's good place to get a strong brand on your cv,"Strong brand, good environment, pretty flexible in terms of hours, exposure to senior project managers","Pretty low efficient to solve an issue, red tape, slow approving progress",current employee,"Sydney, New South Wales, Australia",3,3,3,2,4,3,3
561091,2016-02-17T09:05:42Z,Senior Test Lead,Great to a part with CBA,Nice people and awesome environment to work.,No challenges as of now,former employee,Town Hall CBP,4,4,4,4,5,5,5
548858,2016-02-17T09:01:39Z,Data Analyst/DBA/SQL Developer,Good place to work,Environment and technology,Project Deadline and releases,current employee,"Sydney, New South Wales, Australia",4,4,4,4,4,5,4
548392,2016-02-17T08:57:54Z,Relationship Manager,Good career prospects,Diverse and celebrate different cultures and offer support to staff,As with most large companies middle management are a bit out of touch,current employee,"Sydney, New South Wales, Australia",4,4,4,3,4,4,5
578290,2016-02-17T08:57:35Z,Concierge,I don't have anything further,The brand/reputation,Big company doesn't always mean your hard work is noticed,current employee,"Wagga Wagga, New South Wales, Australia",4,4,4,4,4,4,4
548050,2016-02-17T08:51:38Z,Executive Manager In Group People Services,"Passion, excellence and commitment at all levels.",Forward thinking executive ready to address the important issues and be a global leader,Technological solutions evolving,current employee,"Sydney, New South Wales, Australia",5,5,5,5,5,5,5
569423,2016-02-17T08:37:52Z,Collections Officer,Great place to work with opportunities,Lots of opportunities and support for personal and career devolpment,"To get things done, need to go through many departments",current employee,"Parramatta, New South Wales, Australia",4,3,4,4,4,3,4
577076,2016-02-17T08:31:48Z,Senior Manager Small Business Strategy,"Being part of a market leading organisation, open to innovation and a strong collaborative culture","Innovative culture
Strong collaboration
Focus on people",Large organisation/corporate,current employee,"Sydney, New South Wales, Australia",5,4,5,5,4,4,5
566702,2016-02-17T08:27:12Z,Portfolio Plannng Manager,Excellent and unforgettable experience,Flexible. Innovative. Collaborative. Performance driven.,Very political and hierarchical.,current employee,"Sydney, New South Wales, Australia",4,5,4,3,4,4,5
552793,2016-02-17T08:21:27Z,Practice Development Manager,I hope that I can work their again some time in the future.,Flexibility and support of group with study and work/life balance.,Providing feedback or suggestions to Management.,current employee,"Sydney, New South Wales, Australia",5,5,3,4,4,4,4
558931,2016-02-17T08:20:42Z,Collections Officer,Good work when your in uni and need a pastime job,"Flexible hours that can help out Uni students, during exams and meet a lot of new people due to the high turn over rate in collections",Moving up the ladder,former employee,"Parramatta, New South Wales, Australia",2,3,3,1,1,3,1
578059,2016-02-17T08:20:15Z,Relationship Manager,Overworked,Job security is high,"Too much internal  workload, too much middle management",current employee,"Brisbane, Queensland, Australia",1,3,4,1,2,1,4
569732,2016-02-17T08:15:31Z,Credit Card Specialiast,"The most fun, rewarding and enjoyable job anyone could have.","The employees are so friendly, helpful and outgoing and all the managers are so young and laid back and definitely easy to approach. The opportunities to develop are endless.",Receiving an enquiry that can not be resolved,former employee,,5,5,5,5,5,5,5
561389,2016-02-17T08:15:20Z,Project Manager,Challenging but fun and a great team,"Great supportive people, great culture",A large company can be difficult to navigate,former employee,"Sydney, New South Wales, Australia",5,4,5,4,4,4,5
543599,2016-02-17T08:09:01Z,Customer Service Representative,An opportunity to fine tune my customer service expertise.,There are many different sections to work in.,Too many part time positions.,current employee,"Campbelltown, New South Wales, Australia",4,5,3,4,4,4,5
545343,2016-02-17T08:07:09Z,Customer Service Specialist,Management was really bad,Good training and good perks,Lots to learn on products and services,former employee,"Campsie, New South Wales, Australia",2,4,4,1,1,2,3
558236,2016-02-17T08:05:30Z,Analyst,Exactly what I was expecting.,"Awesome team, learning a lot, work life balance is great.",Driving your own career development (as you would anywhere).,current employee,"Sydney, New South Wales, Australia",5,4,5,4,5,5,4
556019,2016-02-17T08:01:16Z,Financial Services Officer,Very good experience if you want to work in a corporation environment,"Very good benefit, OT is paid",Sometimes management make wrong decisions,current employee,"Sydney, New South Wales, Australia",4,5,4,3,5,5,4
565837,2016-02-17T07:57:42Z,Customer Support Assistant,The best place to spend my Monday to Friday from 8-5,The enormous and caring value CBA has in its employers. Makes waking up for 8-5 worth it,No outstanding challenges. Any issues are always resolved,current employee,"Sydney, New South Wales, Australia",5,5,5,5,5,5,5
555376,2016-02-17T07:47:52Z,Learning And Development Consultant,"New management got rid of older employees who had worked hard and were valued by internal clients, in this aging workforce environment this is not a good reputation to have",Opportunities to provide variety of internal consulting services,"Company politics, uncertainty during Restructuring not well communicated",former employee,"Sydney Olympic Park, New South Wales, Australia",3,4,2,2,3,3,2
580310,2016-02-17T07:43:04Z,Specialist,Looking good that doesn't do good,The learning opportunities,Pretty much everything starting from workload and management,former employee,"Sydney, New South Wales, Australia",2,3,4,1,1,2,1
541336,2016-02-17T07:41:31Z,Project Manager,It's worth the experience,Opportunities in other areas of the bank,"Burocracy, trying to get a minor deliverable sign-off can require up to 50 approvers",current employee,"Sydney, New South Wales, Australia",4,1,5,1,2,4,3
542171,2016-02-17T07:40:16Z,Customer Service Manager,Great place ti wirk update with tecnology,Update with technology very friendly to use easy to take training and up skills everyone,Comply the monthly targets,former employee,"Parramatta, New South Wales, Australia",5,5,4,3,5,4,4
544600,2016-02-17T07:36:30Z,Business Banker,It provides good career development,An opportunity to move around different department,The salary can be higher,current employee,"Sydney, New South Wales, Australia",5,3,5,4,4,5,3
581128,2016-02-17T07:34:32Z,Snr Business Analyst,Not accommodating to people with different opinions to management style,Contract Solution architects that solve immediate problems,Dealing with managers with a tactical vision that focuses on their needs and wants  e.g what's good for another promotion - rather than the the strategic  oollective vision of CBA,former employee,"Sydney, New South Wales, Australia",5,1,3,1,1,4,5
582302,2016-02-17T07:30:26Z,Customer Service Representative,Challenging at times yet at times,"Benefits, employee discounts",Meeting kpis to receive a bonus,current employee,"Parramatta, New South Wales, Australia",4,5,4,4,5,4,5
546245,2016-02-17T07:29:45Z,Savings Specialist,Excellent,Lots of opportunities,Big company can sometimes feel like a little fish in a big pond,current employee,"Lithgow, New South Wales, Australia",5,5,5,5,5,5,5
579859,2016-02-17T07:27:08Z,"Customer Service Specialist,","Great, enjoyed working for the cba",You have good and bad no matter where you work. I enjoyed staff and customers,Not enough staff. Fax machine always needed fixing . Negative attitude from some staff members,former employee,"Port Hedland , whitfords , Kingaroy",5,5,3,5,3,3,5
540043,2016-02-17T06:48:39Z,Customer Service Specialist,Great place to work,Positive side is excellent benefits,Challenges would be learning new roles,current employee,"Penrith, New South Wales, Australia",5,3,3,3,3,3,3
537829,2016-02-17T01:48:48Z,Project Manager,Very lucky to be working in cba,"Flexible working environment.
Working with the latest technology.
Very social environment.
Allows for work live balance","Locations are spread out, although this will be fixed in a few years.",current employee,"Sydney Olympic Park, New South Wales, Australia",5,5,5,5,5,5,5
535056,2016-02-16T22:43:53Z,24 Hour Help Desk Customer Service,Commonwealth Bank Employees,"Great work life balance .
Customer focus.
Advanced technology","High call volumes 
Multiple skill sets 
KPI,s",current employee,"Parramatta, New South Wales, Australia",5,5,5,5,5,5,5
535847,2016-02-16T22:38:16Z,IT,Overall a good company with some challenges,"Career development opportunities,  good pay, goal oriented team","Mono-culture in certain areas, overboard drive to minimise cost that at times hinders productivity, internal politics.",current employee,Sydney,4,4,5,3,3,4,3
533423,2016-02-16T21:54:51Z,Customer Service Specialist,Good,Its a job where I can progress,Some managers need loving,former employee,,5,3,5,3,4,3,4
520801,2016-02-16T15:48:38Z,Customer Service Specialist,I've refinanced my home loan to a competitor and I'm on Seek looking for another job.,Good pay rate. The times when you actually help a customer and don't just sell them something.,High sales targets. Diminished customer service. Diminished staff benefits. Poor chance of advancement unless you network.,former employee,,3,2,2,2,2,3,3
517510,2016-02-16T13:37:44Z,Executive Assistant,Hated working for a company that treated staff with such disregard.,Working at Sydney Olympic Park was great,Working with managers with no people skills,former employee,,1,3,2,1,2,2,3
514571,2016-02-16T11:48:23Z,QA Test Analyst,Good to work with CBA,Bank reputation.  Flexible work environment.,Every project is challenging ...,former employee,"Sydney Olympic Park, New South Wales, Australia",4,4,4,3,4,5,5
515382,2016-02-16T11:00:56Z,Program Consultant And Diversity Support Condultant,"Excellent collaboration, eam culture and support",Excellent workplace culture and team support  & collaboration across all business units within the CBA.,Most roles within the HR & Business Support divisions are very competive and recruitment process is so stringent.,former employee,"Sydney, New South Wales, Australia",5,5,5,5,5,4,4
516865,2016-02-16T10:54:19Z,Business Relationship Manager,Frequent changes in policies procedure and fast staff turn over,Flexibility and performance based pay,Sales driven culture,current employee,"Sydney Olympic Park, New South Wales, Australia",4,4,3,3,4,4,4
512368,2016-02-16T10:41:49Z,Credit Card Retention Consultant,"Would have liked more opportunities to move internally, as I would not have stayed in my customer service role for another 6 months.","Awesome Team Leaders, decent pay, decent hours","Meeting targets, attending to all customer's requests",former employee,Melbourne,5,5,3,4,5,4,5
510052,2016-02-16T10:25:12Z,BBS,"You have to work smarter, rather than harder",Great infrastructure to develop and work,You have to be proactive to be developed.,current employee,"Sydney, New South Wales, Australia",3,4,3,4,5,5,5
508463,2016-02-16T10:14:37Z,Premier Banking Associate,Great company to work for as they provide great career opportunities,Good working environment,Work life balance is hard,current employee,"Sydney, New South Wales, Australia",4,4,5,3,4,2,5
507098,2016-02-16T09:30:34Z,Relationship Manager,Good to average workplace,Work life balance . Management constantly check on staff and ask how you are going,Hard to move up. Alot of pressure on targets,former employee,,3,3,3,4,3,3,5
512410,2016-02-16T09:16:26Z,Customer Services Officer,Great,Very cooperative manager,Changed police and procedures,former employee,,5,5,5,5,5,5,5
508564,2016-02-16T09:16:20Z,Communications Advisor,Ever changing structure and high turnover of employees,Staff benefits and innovation,Its challenging to progress as limited opportunities in the structure.,former employee,"Sydney, New South Wales, Australia",2,4,3,1,2,3,4
524283,2016-02-16T09:09:50Z,Customer Service Specialist,Six years working at the same place means it is definitely somewhere you can start a career!,"Career Advancement, Opportunity to move around Australia","High Targets, At times lack of staff",current employee,"Gatton, Queensland, Australia",4,4,5,3,3,3,4
523416,2016-02-16T09:02:13Z,Home Loan Lender,Good for a short time only,Experience. Being a part of the finance sector and helping people but their first home.,Unrealistic targets and poor management,former employee,Rockhampton and then brisbane,3,4,3,2,1,2,3
505418,2016-02-16T08:58:52Z,Risk Adviser FATCA Governance And Ovversight,Stability and career opportunities,Work/ life/ flexibility balance,Conservative in remuniration,current employee,"Sydney CBD, New South Wales, Australia",5,5,5,5,5,5,5
507644,2016-02-16T08:50:36Z,Team Assistant,My experience at CBA was a great experience full of opportunities to learn and grow,"Great opportunities, Fun team","Multi tasking, meeting deadlines",former employee,"Sydney, New South Wales, Australia",5,5,5,5,5,5,5
506047,2016-02-16T08:45:22Z,Ex Private Banker,Appears to value making dollars over staff welfare,Good staff benefits and employee share scheme.,Expectations around achieving unrealistic targets without into account changing economic factors. Lack of recognition or care of employee stress.,former employee,"Melbourne, Victoria, Australia",3,4,3,3,3,3,4
525806,2016-02-16T08:31:23Z,Mananger Campaign Development,"Good environment, great work life balance, salary/benefit is below expectations",Great work life balance; opportunity for career development;,Salary is low; Benefit isn't attractive;,current employee,"Sydney, New South Wales, Australia",4,3,4,4,4,5,4
512255,2016-02-16T08:20:17Z,Senior Business Analyst,Great to be part of CBA,Very supportive management and wider career opportunity,Relatively slow growth,current employee,"Sydney, New South Wales, Australia",5,3,4,4,5,5,4
505030,2016-02-16T08:17:35Z,Customer Service Assistant,Great for development,The people you work with,The lack of staff that stay with the organisation,current employee,"Queanbeyan, New South Wales, Australia",4,5,5,4,4,4,5
510800,2016-02-16T08:10:26Z,Customer Service Manager,No one day is ever the same!,Great environment to work in and their are always options to move forward.,Work life balance is the biggest challenge in this role.,current employee,"Sydney, New South Wales, Australia",5,5,5,5,5,4,5
527957,2016-02-16T07:55:11Z,Customer Service Specialist,Working for the CBA has helped me grow professionally.,Giving employees excellent tools and technology to truly offer exceptional service to their customers,Challenges I personally face are time allowance for completing administrative tasks,current employee,"Melbourne, Victoria, Australia",4,4,4,4,4,4,4
528869,2016-02-16T07:42:19Z,Personal Lender Sales,Good work environment lots of overtime without pay as heaps of paperwork,Work life balance accompanied dating,Sales targets policy changes,current employee,"Melbourne, Victoria, Australia",4,4,5,4,4,4,5
504382,2016-02-16T07:39:36Z,Credit Analyst,Good company to work for,Flexibility for work life balance,Not enough development plans or opportunities,current employee,"Sydney, New South Wales, Australia",4,3,3,3,4,5,4
520005,2016-02-16T07:37:40Z,Financial Planner,Good for entry level positions but potential can be reached very quickly!,No micro management. I'm pretty much left to run my own business.,Too many commitments outside of client meetings. Pay is below industry average. Rolling yearly target makes bonus unavoidable if you have a poor start to the year,current employee,"Melbourne, Victoria, Australia",2,1,4,2,2,1,3
531360,2016-02-16T07:35:32Z,Customer Service Representative,Great place to work but not many job share positions at higher levels,Flexible working hours,Career progression not possible if your are part time,current employee,"Perth, Western Australia, Australia",4,2,4,3,5,5,5
504133,2016-02-16T07:30:25Z,Finance Manager,Great place for career development but you need to stand out or it's easy to get left behind,Flexible working and good career development,A lot of people so it can be hard to stand out,current employee,"Sydney, New South Wales, Australia",4,3,5,3,4,3,5
530902,2016-02-16T07:30:24Z,Data Ntry Catsloguer,Educational,"Fantastic support from team and staff educational, respectful environment",Not able to be a faster typer..practise practise,former employee,"Footscray, Victoria, Australia",5,5,5,5,5,5,5
513460,2016-02-16T07:26:36Z,Marketing Operations Manager,"No one leaves a good job, they leave a bad manager. The outdated physical work environments isn't help either!",The perks and generally friendly colleagues.,"The physical work environment was overcrowded (work from home anybody), technology outdated (still on XP), IT support none existent (build your own laptop, close out unresolved remedy tickets for KPIs and unable to assist with queries and issues in a timely manner).",former employee,"Sydney, New South Wales, Australia",2,3,3,3,2,5,5
530963,2016-02-16T07:22:50Z,DBA,Working hard with expectation would be greatly disappointed,Interesting projects,"Constant restructure makes direction change every time, hard to follow.",former employee,,4,3,1,1,4,4,1
528241,2016-02-16T07:18:13Z,Customer Service Specialist,Great place to work with lots of flexibility,"Uniform, bonuses , professional","Targets , policies and compliance",current employee,,5,4,4,5,5,5,5
530916,2016-02-16T07:17:37Z,IT Senior Project Manager,Challenging and complex but rewarding,Interesting work and good people,Governance and hurdles,former employee,"Sydney, New South Wales, Australia",4,1,5,5,5,5,5
527757,2016-02-16T07:13:46Z,Css,Fun environtment,Training and development,Sales targets and kpi,former employee,"Ingle Farm, South Australia, Australia",5,5,4,4,4,4,5
524845,2016-02-16T07:12:22Z,Collections Officer,Great starting position for my career,Great work environment with plenty of opportunities for career progression.,Getting leave if you don't plan it well in advance,former employee,"Parramatta, New South Wales, Australia",5,5,5,4,4,4,5
527655,2016-02-16T07:11:52Z,Talent Acquisition,A great place to work!,Excellent work life balance and support from leadership.,None that I can think of,current employee,"Sydney, New South Wales, Australia",5,5,5,5,5,5,5
504170,2016-02-16T07:07:23Z,Team Manager,Great opportunities for learning and development,Satisfaction in helping customers,When selling a home is the only way out of hardship for a customer,current employee,"Melbourne, Victoria, Australia",5,4,4,5,5,5,5
496814,2016-02-11T11:20:24Z,OperationalRisk,Rewarding and supportive career,"Inspiring, customer focussed and results driven",Political,current employee,"Sydney, New South Wales, Australia",5,5,4,4,4,5,5
496564,2016-02-11T10:34:05Z,Customer Service Manager,The staff make this place an awesome place to work,Job sharing working 5 days a fortnight was perfect,Staff on telephone not as skilled so clients sent into branches when there was no need.,former employee,"Melbourne, Victoria, Australia",5,5,5,5,5,5,5
422098,2015-10-31T06:13:27Z,Customer Services Specialist,Advance opportunities are limited but CBA says differently. Real World vs Fantasy,Flexible when needing time off or adjusted,Hard to move up,current employee,"Sydney, New South Wales, Australia",3,3,1,2,4,3,3
421790,2015-10-30T11:11:54Z,Customer Service Specialist,I enjoy my job most days and the challenges that come with it.,"Stable company, good work environment, flexible.","High targets, pressure, management expect a lot, you're just a number in a massive company.",current employee,"Mildura, Victoria, Australia",3,2,3,4,4,4,5
386901,2015-10-11T09:29:49Z,Senior Learning Designer,Overall great employer.,Workplace and colleagues,"Big organisation, lots of red tape at times.",current employee,"Sydney, New South Wales, Australia",5,4,5,4,4,4,5
393194,2015-10-10T07:20:24Z,Customer Service Operator,Working in the customer service centre was an enriching job and I would love to do it again.,I worked in a great office with lovely people,The work was interesting and changing as each customer wanted generally something different.,former employee,"Melbourne, Victoria, Australia",4,5,4,4,4,4,5
408981,2015-10-09T08:05:36Z,Customer Service Specialist,I'ts a CAN do posiiton  and I CAN,"Work mates, general working atmosphere, I love my customers if I can make them smile I know I'm doing my job","""sometimes it is hard to meet revenue when you are having a high maintenance day for customers",current employee,"Adelaide, South Australia, Australia",5,5,4,5,5,4,5
394497,2015-10-09T06:40:25Z,Integration Service Delivery Manager,Good delegation and respect for individual,Flexible work hours,It takes longer to reach Sydney Olympic Park as opposed to commuting to City,former employee,"Sydney Olympic Park, New South Wales, Australia",5,4,5,4,4,4,4
403855,2015-10-09T02:57:01Z,Service Planning Specialist,One word - awesome!,"Benefits, work life,  diversity and unity, perks",Infrastructure and processes,former employee,,5,5,5,5,5,5,5
395912,2015-10-08T22:43:25Z,CSS,Retail sector could be a good working place for part time workers.,Stable organisation; job security,Huge KPIs less motivation less incentives,current employee,"East Melbourne, Victoria, Australia",4,3,3,2,4,3,4
408227,2015-10-08T17:18:11Z,Credit Risk,Pretty good,"Flexibility opportunities
Career development","How the company deals with change, either minor or major(redundancies)",former employee,"Docklands, Victoria, Australia",4,5,5,4,4,5,5
407180,2015-10-08T10:21:59Z,Customer Banking Specialist,Great support with rewards/incentives and a fantastic working environment.,Great e-learning and learning centre courses for upskilling. Always ways to improve for further opportunities within company.,Nil,current employee,"Brisbane, Queensland, Australia",5,5,4,5,5,5,5
396758,2015-10-08T09:16:18Z,Manager,Open mindedness is not tolerated.,"Flexible working arrangements, work life balance.","Management do not listen, stick to their ideas and their wellbeing",former employee,,3,3,3,2,2,4,3
412816,2015-10-08T08:18:24Z,Customer Service Specialist,Been at cba for 8.5 years and getting new banking/lending knowledge everyday,Unlimited sick leave.,Challanges are all banks are competitive,current employee,"Altona North, Victoria, Australia",5,5,5,5,5,5,5
392963,2015-10-08T07:16:29Z,Risk Executive,Great place to work,"Culture, work life balance",Highly skilled may get bored,former employee,,4,5,4,4,4,5,5
414017,2015-10-08T07:04:50Z,Solution Designer,I would like workin CBA again,Work flexible,Work in an very complex network environment,former employee,,5,4,4,4,5,5,5
396918,2015-10-05T11:00:30Z,Associate Director,"Good ideas, poor execution.",People I work with.,"Too many committees, too many meetngs.",current employee,"Sydney, New South Wales, Australia",3,3,3,3,4,2,2
399240,2015-10-03T01:58:58Z,CSO,If it hadn't been for the people I worked with it would have been almost unbearable.,My fellow staff members. We still get together every few months.,Management attitudes.,former employee,"Parramatta, New South Wales, Australia",4,2,2,2,2,2,2
401740,2015-09-30T13:20:51Z,Collections Officer,Very supportive and went the extra mile,Understand individual needs,No great challenges,former employee,"Melbourne CBD, Victoria, Australia",5,5,5,5,5,5,5
401705,2015-09-30T10:28:29Z,Merchant Enquirer Advisor,"It was a challenging task at times , but friendly environment to work with friendly employees",Corporate and friendly environment,Customer Questions and tackling the situation,former employee,"Sydney Olympic Park, New South Wales, Australia",4,5,3,4,4,2,3
285942,2015-09-29T06:20:20Z,Customer Service Specialist,Too much into sales rather than customer service,"Provides a nice uniform, discounts and benefits",Too much emphasis on sales. After working at other banks CBA has too much pressure.,former employee,"Melbourne, Victoria, Australia",2,4,3,2,2,2,5
285738,2015-09-29T05:42:44Z,Customer Service Representative,"Terrible, All about sales targets and not looking after staff",Able to take extended periods of leave,"Targets
Always pushing you",former employee,,1,2,3,1,1,3,3
285474,2015-09-29T04:49:56Z,IT Contractor,Looks very good in your resume,Good pay for contractors not for employees,Too many stakeholders,former employee,,4,3,3,2,3,3,4
284952,2015-09-29T00:12:09Z,Home Loan Specialist,Not going to recomend anyone to join,There are some great managers whom i worked with,The higher management is not supportive,former employee,,1,1,1,1,1,1,1
283545,2015-09-28T11:41:53Z,Customer Service Specialist,It's a job where I never stop learning,My colleagues and the customers,Meeting targets,former employee,,4,4,3,3,4,3,4
283586,2015-09-28T11:41:22Z,Business Analyst,Challenging yourself,Career opportunities,Changing perceptions,former employee,"Sydney, New South Wales, Australia",5,4,4,4,4,4,4
282721,2015-09-28T06:25:18Z,Local Business Banking Associate Banker,Great culture and fantastic support base.,Atmosphere and support. Large diversity and great people.,"At the beginning, it was difficult dealing with irate clients. But you learn to not take what the client is saying personally.",former employee,"Parramatta, New South Wales, Australia",5,4,4,4,5,4,5
282405,2015-09-28T04:32:37Z,Several Different Positions,Wasted 14 years of my working life there.,Some staff discounts,To focused on sales and not enough on customer service,former employee,"Newcastle, New South Wales, Australia",3,3,3,2,2,2,3
280457,2015-09-27T21:57:13Z,Csr,Average,The people were great that I worked with,"Not enough staff at times, not enough development chances to move forward even though constantly promised",former employee,,3,1,2,4,4,3,4
280053,2015-09-27T15:01:38Z,Customer Services Specialist,"I enjoyed the role and colleagues, however expectations untenable",Working as a team,Targets,former employee,,2,3,2,1,3,2,1
279598,2015-09-27T11:19:41Z,Branch Manager,Great opportunities poor area manager,Great staff great support from managers,"Being a number, non supportive area manager",former employee,Tamworth,4,4,4,3,3,4,3
277121,2015-09-27T01:25:33Z,Sales And Service Specialist,"Great environment and company, challenging but achievable sales goals.","Great team, pay and opportunities to promote.",High call volumes and lots of sales budgets to meet.,former employee,"Hobart, Tasmania, Australia",5,5,5,5,5,5,5
276062,2015-09-26T21:03:35Z,Project Manager,Overall an ok experience but lack of decision making skills at senior management level is having an impact,Work flexibility,The company is going through a period of very poor senior leadership. There are also inadequate floor space available. It's difficult to actually get a desk when in the office.,former employee,,3,3,3,2,2,4,4
274145,2015-09-26T09:38:28Z,CSS,Decent company to work for .,Good working hours . Lovely people to work with in the swan hill branch.,Moving branches was a challenge .,former employee,"Swan Hill, Victoria, Australia",4,5,5,5,4,5,4
273808,2015-09-26T09:00:05Z,Financial Planning Assistant- Business Wealth Management,I enjoyed the diversity and colleagues across states were very helpful.,My manger trusted me and pushed me to achieve higher goals.,Great Company culture and training opportunities,former employee,"Perth CBD, Western Australia, Australia",5,4,4,4,4,4,5
273529,2015-09-26T08:30:10Z,Relationship Manager,Great employer & benefits,"Ongoing training & support, opportunities for experience in other departments.",Having to resign from a role in one business model to be able to take up another role in another business model.,former employee,Parramatta,4,5,4,4,5,4,4
272206,2015-09-26T06:50:00Z,Client Services Manager,Enjoyable,Autonomy caring management,Hard to find relief when one of 2 team members off sick,former employee,"Sydney, New South Wales, Australia",5,4,4,4,5,4,2
270620,2015-09-26T04:16:12Z,CSR,"A good starting point, with opportunities to advance","Bonuses
Career development opportunities","Work-life balance
Targets",former employee,Grafton/Byron Bay/Yamba,3,3,5,1,3,2,4
269698,2015-09-26T03:35:53Z,Customer Support Assistant,Great career opportunity for motivates people,Career opportunity is exceptional and always opportunity to career plan and learn more.,The role is a sales role. Going into poor demographics with very high pressure from managers is a challenge at times.,current employee,"Melbourne, Victoria, Australia",4,5,5,3,4,4,5
269114,2015-09-26T01:34:07Z,Head Teller,Worst 7 years of my life.,Great health fund.,People in charge are only out for themselves not the bank.,former employee,"Brisbane, Queensland, Australia",2,3,3,1,2,2,3
267442,2015-09-25T20:10:55Z,Project Officer,5 years of learning.,Great environment and equipped for success.,Too much politics. Idea you are paid to do a job so shouldn't be seeking to develop skills for another role. Also teams so specialised that no opportunities to expand role.,former employee,,3,5,1,2,5,3,3
266488,2015-09-25T13:35:59Z,Sales,Opportunity to do many varying jobs but average opportunity for advancement,Great systems,Constantly changing,former employee,"Melbourne, Victoria, Australia",4,3,3,3,4,3,4
265272,2015-09-25T11:56:12Z,Customer Banking Specialist,Every day is like my first day,Career development,High volume of customers,current employee,"Brisbane, Queensland, Australia",5,5,5,5,5,5,5
264258,2015-09-25T09:30:32Z,CSS,Good but not extraordinary,"Technology friendly.
Universal presence","Opportunities are less.
Part time roles are more.",current employee,"Melbourne, Victoria, Australia",4,3,4,3,4,4,4
262992,2015-09-25T08:51:02Z,Savings Specialist,Cba,Room to move within company in major cities.,Poor regional opportunties,current employee,"Newcastle, New South Wales, Australia",4,4,4,3,3,4,5
263731,2015-09-25T08:44:28Z,Sales And Customer Service Representative,Good colleagues to work with but company is very tight on staff budgets.,Diversity,"Sales targets, time constraints",current employee,"Melbourne, Victoria, Australia",3,3,4,3,3,4,4
262558,2015-09-25T07:21:41Z,Detectiomn,"Great place to work, learn, grow, develop and be my best everyday.",World leader in banking.,Management from outside the Bank lack the culture required to make things better.,former employee,"Sydney, New South Wales, Australia",5,5,5,4,5,5,5
259950,2015-09-25T05:52:11Z,Team Leader,"Great place, great times, friends for life.","Culture
Opportunities 
Development",High staff turnover due to there being so many development opportunities.,former employee,"Sydney, New South Wales, Australia",4,4,5,4,4,4,5
258499,2015-09-25T04:18:23Z,Customer Service Manager,There have been many changes as with similar organizations however with these we all grow,"The good things are stability, if you're lucky getting to work with a good team and the ability to transfer/move if you need to",The sales and competition that goes with it,former employee,,4,3,4,3,2,3,4
351043,2015-09-25T01:50:40Z,Loans Officer,Great experience with lots of challenges & made some good friendships along the way.,New technology & innovations.,Being heard & allowed to express new ideas.,former employee,,5,4,4,3,4,4,3
349854,2015-09-25T01:37:10Z,Learning Consultant,A nice group of people to work with!,"Enthusiastic team, hard working, customer first","The usual, never enough time.",former employee,"Sydney, New South Wales, Australia",4,4,3,3,3,3,5
354526,2015-09-24T23:54:44Z,Business Unit Manager,Excellent opportunity to earn good money and career opportunities,Excellent salary and bonus opportunities,Unrealistic targets,former employee,"Central Coast, New South Wales, Australia",4,4,4,3,3,5,4
359785,2015-09-24T23:37:52Z,Senior Tax Preparer,"Assisting local community with all there tax accounting needs, in a safe and supportive envroinment","Always paid on time, bonus potential, training each season,",Seasonal only employed for tax season July to Oct,current employee,"Kempsey, New South Wales, Australia",5,3,3,4,5,4,4
351663,2015-09-24T23:27:24Z,Corporate Relationship Executive,Grossly underwhelmed by the low level of management transparency.,Technology,Limited understanding of cash-flow lending,former employee,"Perth, Western Australia, Australia",2,2,2,2,1,2,2
348184,2015-09-24T23:17:39Z,Subject Matter Expert,Awsome!,Progressive organisation with customer at the centre of everything we do.,Disruptions caused by technoligy,current employee,"Sydney, New South Wales, Australia",5,5,5,5,5,5,3
361480,2015-09-24T22:27:03Z,Solution Architect,Overall it is my employer of choice.,Strong management team with capable skill. Finance is strong.,Too big ti know youe stakeholders and beauracracy is a roadblock.,former employee,"Sydney, New South Wales, Australia",4,4,4,4,4,4,3
